description,price,rating,review_count,url
"SAMSUNG Galaxy S22 Ultra Cell Phone, Factory Unlocked Android Smartphone, 256GB, 8K Camera, Brightest Display Screen, S Pen, Long Battery Life, Fast 4nm Processor, US Version, 2022, Phantom Black",975,4.6 out of 5 stars,"1,613",https://www.amazon.com/SAMSUNG-Smartphone-Unlocked-Brightest-Processor/dp/B09MW19JW2/ref=sr_1_33?keywords=samsung+phone&qid=1700987080&sr=8-33
"Samsung Galaxy A23 (SM-A235M/DS) Dual SIM,128 GB 4GB RAM, Factory Unlocked GSM, International Version - No Warranty - (Black)",279,4.0 out of 5 stars,184,https://www.amazon.com/Samsung-SM-A235M-Factory-Unlocked-International/dp/B09W3YPMQ9/ref=sr_1_35?keywords=samsung+phone&qid=1700987080&sr=8-35
"SAMSUNG Galaxy A14 (SM-A145P/DS) Dual SIM,64GB + 4GB, Factory Unlocked GSM, International Version (Fast Car Charger Bundle) - No Warranty - (Silver)",139,3.7 out of 5 stars,129,https://www.amazon.com/SAMSUNG-SM-A145P-Factory-Unlocked-International/dp/B0BTZ9XHG9/ref=sr_1_36?keywords=samsung+phone&qid=1700987080&sr=8-36
"SAMSUNG Galaxy A24 4G LTE (128GB + 4GB) Unlocked Worldwide Latin Version (Only T-Mobile/Mint/Metro USA Market) 6.5"" 50MP Triple Camera + (w/Fast 25w Wall Dual Charger) (Silver)",178,4.3 out of 5 stars,93,https://www.amazon.com/SAMSUNG-Unlocked-Worldwide-Version-T-Mobile/dp/B0C3RZZZG5/ref=sr_1_37?keywords=samsung+phone&qid=1700987080&sr=8-37
"SAMSUNG Galaxy A54 5G + 4G LTE (256GB + 8GB) Unlocked Worldwide Dual Sim 6.4"" 120Hz 50MP Triple Cam - (Green)",339,3.9 out of 5 stars,213,https://www.amazon.com/SAMSUNG-Galaxy-Unlocked-Worldwide-Triple/dp/B0C2GJRNLG/ref=sr_1_38?keywords=samsung+phone&qid=1700987080&sr=8-38
"SAMSUNG Galaxy Watch 6 40mm Bluetooth Smartwatch, Fitness Tracker, Personalized HR Zones, Advanced Sleep Coaching, Heart Monitor, BIA Sensor for Health Wellness Insights, Big Screen, US Version, Gold",228,4.4 out of 5 stars,155,https://www.amazon.com/SAMSUNG-Bluetooth-Smartwatch-Personalized-Advanced/dp/B0C78ZR22C/ref=sr_1_39?keywords=samsung+phone&qid=1700987080&sr=8-39
"SAMSUNG Galaxy A14 (SM-A145P/DS) Dual SIM,64GB + 4GB, Factory Unlocked GSM, International Version (Fast Car Charger Bundle) - No Warranty - (Green)",142,3.7 out of 5 stars,129,https://www.amazon.com/SAMSUNG-SM-A145P-Factory-Unlocked-International/dp/B0BTZ9DC88/ref=sr_1_40?keywords=samsung+phone&qid=1700987080&sr=8-40
"SAMSUNG Galaxy A04 (SM-A045F/DS) Dual SIM,32GB + 3GB, Factory Unlocked GSM, International Version (Fast Car Charger Bundle) - No Warranty - (White)",95,3.7 out of 5 stars,14,https://www.amazon.com/SAMSUNG-SM-A045F-Factory-Unlocked-International/dp/B0BH4HDWL7/ref=sr_1_41?keywords=samsung+phone&qid=1700987080&sr=8-41
Google Pixel 7a - Unlocked Android Cell Phone - Smartphone with Wide Angle Lens and 24-Hour Battery - 128 GB -  Sea,374,4.2 out of 5 stars,875,https://www.amazon.com/Google-Pixel-7a-Unlocked-Smartphone/dp/B0BZ9T8R41/ref=sr_1_42?keywords=samsung+phone&qid=1700987080&sr=8-42
"Samsung Galaxy S10+ Plus G975U, 4G LTE, US Version, 128GB, 8GB, White - Unlocked",272,4.3 out of 5 stars,366,https://www.amazon.com/Galaxy-S10-Unlocked-T-Mobile-Warranty/dp/B0849YQDP1/ref=sr_1_43?keywords=samsung+phone&qid=1700987080&sr=8-43
Samsung Galaxy S23 Ultra 5G SM-S918B/DS Dual SIM 256GB ROM 8GB RAM GSM Factory Unlocked Global Model (Mobile Cell Phone) (Phantom Green),895,4.5 out of 5 stars,348,https://www.amazon.com/SAMSUNG-SM-S918B-DS-Unlocked-International/dp/B0BV5SV5HL/ref=sr_1_44?keywords=samsung+phone&qid=1700987080&sr=8-44
